ID,지역,도서관명,상호대차 유무,순회사서 유무,지원 여부,지원인력,지원예산,지원장서,지원프로,외부대출여부,대출도서 전용프로그램 여부,전용프로그램 공공도서관 연계 여부,연간 도서대출 권수,연간 증가 장서 수,총 보유 장서 수,연간 증가 연속간행물 수,현재 총 보유 연속간행물 수,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터,연간 총 이용자 수,1일 평균 이용자 수,회원등록자 수,총직원,총봉사자,자격증직원,자격증봉사자,도서구입비,인건비,운영비,합계,실시여부,독서프로수,독서프로실시횟수,독서프로참가자수,문화프로수,문화프로실시횟수,문화프로참가자수
83,강원,서화평화도서관,0,0,1,0,3500000,0,0,1,0,0,100,350,9000,0,0,80,20,1,1,0,1000,3,0,0,1,0,0,3500000,0,600000,4100000,0,0,0,0,0,0,0
84,강원,선한문고,0,0,0,0,0,0,0,1,0,0,100,200,2400,0,0,40,30,0,0,0,5000,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,강원,성남시장작은도서관,1,0,0,0,0,0,0,1,1,1,3075,300,2834,1,3,38,16,1,1,1,3130,10,225,1,0,0,0,1000000,1500000,5000000,7500000,0,0,0,0,0,0,0
86,강원,성덕반딧불작은도서관,1,0,0,0,0,0,0,1,1,1,24878,2411,18531,0,7,421,48,1,2,14,36308,116,4349,2,0,0,0,13286000,3000000,10000000,26286000,1,0,0,0,3,10,100
87,강원,세인도서방,0,0,1,0,2400000,700,0,1,0,0,100,700,8700,0,0,49,48,1,1,0,1878,6,0,0,2,0,0,2400000,0,200000,2600000,1,1,40,160,4,48,960
88,강원,소도교회독서실,0,0,1,0,6000000,0,0,0, , ,0,150,2250,0,0,120,20,1,2,0,5475,15,0,0,0,0,0,0,0,6000000,6000000,1,2,2,230,0,0,0
89,강원,소망 작은도서관,0,0,0,0,0,0,0,0, , ,0,60,5000,3,3,99,20,0,0,0,105,1,0,1,0,0,0,600000,0,0,600000,0,0,0,0,0,0,0
90,강원,소망우리작은도서관,0,0,0,0,0,0,0,1,0,0,100,0,1500,0,0,50,15,0,0,0,1305,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,강원,솔올꿈나무작은도서관,1,0,0,0,0,0,0,1,1,1,9905,993,10720,5,5,66,30,1,1,1,8451,27,1990,1,0,0,0,6300000,1500000,5000000,12800000,0,0,0,0,0,0,0
92,강원,솔올작은도서관,0,0,0,0,0,0,0,1,0,0,30,0,1000,0,0,115,30,0,0,0,783,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,강원,송정해변신도브래뉴아파트작은도서관,0,0,0,0,0,0,0,1,0,0,200,0,1051,0,0,33,20,0,0,0,1305,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,강원,숲속에서꿈꾸는도서관,0,0,0,0,0,0,0,0, , ,0,200,1000,2,2,99,20,0,0,0,3130,10,0,1,1,0,0,2000000,0,500000,2500000,0,0,0,0,0,0,0
95,강원,숲으로 작은도서관,0,0,1,0,3500000,0,0,1,0,0,500,3000,3000,7,7,177,24,1,1,2,6260,20,130,1,0,0,0,3500000,0,0,3500000,1,4,30,350,3,10,400
96,강원,스무숲도서관,1,0,1,1,2700000,470,15,1,1,0,4519,959,8806,12,12,112,34,1,1,1,9135,35,967,0,12,0,0,1200000,0,1200000,2400000,1,2,8,30,15,40,600
97,강원,스카이문고,0,0,0,0,0,0,0,1,0,0,100,100,1416,0,0,50,30,1,1,2,3915,15,0,2,0,0,0,0,0,0,0,1,1,52,1560,0,0,0
98,강원,신화마을도서관,0,0,0,0,0,0,0,0, , ,0,0,3000,0,0,59,30,0,0,0,3344,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,강원,아낌없이 주는 나무,0,0,0,0,0,0,0,1,0,0,300,300,2000,0,0,92,20,0,0,0,300,10,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
100,강원,아낌없이주는나무,0,0,0,0,0,0,0,0, , ,0,200,4000,4,4,85,20,1,1,4,7200,30,33,1,0,0,0,500000,0,0,500000,0,0,0,0,0,0,0
101,강원,아우라지작은도서관,0,0,1,0,0,181,0,1,0,0,500,384,2393,10,1,38,10,1,1,0,3600,30,60,1,0,0,0,0,0,0,0,1,1,48,1200,0,0,0
102,강원,아이사랑 도서관,0,0,1,0,0,269,0,1,0,0,300,0,3000,0,0,90,30,1,1,0,1570,10,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
103,강원,앞짱어린이도서관,0,0,1,4,5000000,567,18,1,1,0,13188,1275,12179,0,0,99,34,1,2,0,11268,36,3056,0,20,0,1,1391750,550000,11179827,13121577,1,10,60,900,15,15,1040
104,강원,양문 작은 도서관,0,0,1,0,0,200,1,1,0,0,180,270,4200,1,4,132,52,1,1,0,1200,4,260,1,4,1,1,0,3000000,2000000,5000000,1,1,1,400,4,1,550
105,강원,양양감리교회작은도서관,0,0,1,0,1250000,0,0,1,0,0,100,200,1500,0,0,35,20,1,1,0,3000,10,0,0,1,0,1,2000000,0,1200000,3200000,0,0,0,0,0,0,0
106,강원,여행자의노래도서관,0,0,1,0,7000000,0,0,1,1,0,6491,2000,27000,5,5,214,35,1,2,4,6260,20,946,2,10,0,0,3000000,0,40000000,43000000,1,1,4,40,5,5,150
107,강원,영강도서관,0,0,0,0,0,0,0,0, , ,0,0,2000,0,0,82,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,강원,영랑작은도서관,0,0,0,0,0,0,0,1,1,0,2560,345,5926,0,0,93,15,1,2,2,6573,21,0,1,0,0,0,6000000,38848730,4444860,49293590,0,0,0,0,0,0,0
109,강원,영재도서관,0,0,1,0,2700000,320,0,1,1,0,500,650,12650,0,15,69,30,1,1,1,3500,10,60,1,6,0,1,3000000,27000000,3000000,33000000,1,2,1,60,13,1,50
110,강원,영천작은도서관,0,0,0,0,0,0,0,1,0,0,200,135,3000,2,5,52,10,1,1,1,626,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
111,강원,예꿈터 작은 도서관,0,0,1,0,0,200,2,1,0,0,150,200,3700,3,5,100,36,1,1,0,939,3,0,1,0,0,1,1000000,0,500000,1500000,1,0,0,0,2,2,25
112,강원,오스타작은도서관,0,0,1,1,1057300,75,0,1,1,0,3666,473,3924,0,0,66,15,1,1,0,1000,10,0,0,7,0,0,500000,0,0,500000,0,0,0,0,0,0,0
113,강원,옥거리작은도서관,1,0,0,0,0,0,0,1,1,1,11562,2161,14629,1,7,140,30,1,1,3,2817,95,676,1,0,0,0,17786000,1500000,10000000,29286000,0,0,0,0,0,0,0
114,강원,우리들 작은도서관,0,0,0,0,0,0,0,1,0,0,1100,1600,1600,3,3,86,15,1,2,1,3650,10,0,1,0,0,0,1500000,0,1000000,2500000,1,0,0,0,1,20,100
115,강원,우천면 매화작은도서관,0,0,1,0,0,0,0,1,0,0,599,2751,2751,8,8,91,15,1,1,1,672,13,113,1,0,0,0,35409700,2880780,3377700,41668180,0,0,0,0,0,0,0
116,강원,웅진다책문고,0,0,0,0,0,0,0,1,1,0,3,0,2000,0,0,50,50,0,0,0,5220,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,강원,웅진다책문고,0,0,0,0,0,0,0,1,0,0,1000,0,2000,0,20,66,50,1,3,0,3130,10,0,1,15,0,0,7000000,0,1200000,8200000,1,5,260,2600,5,260,2600
118,강원,원주YMCA아름드리도서관,0,0,1,0,0,300,0,1,0,0,192,300,4500,0,0,45,10,1,1,0,783,3,0,1,3,0,0,1600000,0,600000,2200000,0,0,0,0,0,0,0
119,강원,원주단관영어도서관,0,0,1,0,2739,251,0,1,0,1,1000,0,6000,0,0,69,25,1,1,0,5220,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
120,강원,월대산작은도서관,1,0,0,0,0,0,0,1,1,1,8506,7306,7306,3,3,218,36,1,1,4,10016,32,181,1,0,0,0,10000000,15000000,5000000,30000000,0,0,0,0,0,0,0
121,강원,은혜어린이도서관,0,0,0,0,0,0,0,1,0,0,150,322,3500,0,0,83,10,1,1,1,3130,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
122,강원,이도작은도서관,1,1,0,0,0,0,0,1,1,1,22110,0,10578,0,5,180,34,1,1,3,28796,92,335,0,0,0,0,3600000,21500000,2000000,27100000,1,1,13,240,1,13,240
123,강원,작은도서관 꿈,0,0,1,0,1000000,0,0,0, , ,0,0,7000,0,0,81,30,1,2,0,6260,20,0,0,0,0,0,0,0,0,0,1,1,10,100,0,0,0
124,강원,작은도서관별찌(2012년개관),0,0,0,0,0,0,0,1,0,0,238,532,2600,0,0,54,30,1,1,0,2504,8,0,1,3,0,0,2540000,8400000,15600000,26540000,1,5,7,176,3,5,78
125,강원,장성문고,0,0,0,0,0,0,0,0, , ,0,0,5150,0,0,81,20,1,2,0,6260,20,0,0,0,0,0,0,0,0,0,1,1,10,100,0,0,0
126,강원,정선꿈꾸는도서관,0,0,1,0,0,253,2,1,0,0,1280,850,3450,2,25,49,12,1,1,0,3600,10,38,1,4,0,0,1520000,0,4680000,6200000,1,2,18,272,9,79,1491
127,강원,죽왕문고,1,0,1,0,0,166,0,1,0,1,600,166,3666,0,0,46,10,0,0,0,9390,30,0,1,1,0,0,0,0,4800000,4800000,0,0,0,0,0,0,0
128,강원,진리도서관,0,0,1,0,0,1000,0,1,0,0,50,1100,5000,2,4,99,50,1,1,0,4695,15,0,1,0,0,0,300000,0,700000,1000000,1,1,1,8,1,1,5
129,강원,참꽃작은도서관,0,0,0,0,0,0,0,1,0,0,100,292,2500,2,0,66,15,1,0,1,5220,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,강원,책날개어린이도서관,0,1,1,1,935200,108,3,1,1,1,500,300,3000,0,0,69,10,1,1,0,2610,10,0,1,10,0,0,200000,0,100000,300000,1,2,10,30,1,1,20
131,강원,책드림도서관,0,1,1,2,7900000,700,2,1,0,0,785,384,5465,0,2,137,17,1,1,1,1827,7,130,2,6,0,0,3900000,15600000,1500000,21000000,1,2,10,66,1,2,30
132,강원,천곡동 새마을문고,0,0,0,0,0,0,0,1,0,0,400,0,3000,0,10,145,50,1,1,2,9077,29,0,1,3,0,0,2400000,0,4320000,6720000,1,1,52,520,2,104,1040
133,강원,천복작은도서관,0,0,0,0,0,0,0,1,0,0,100,200,2000,1,0,165,10,0,0,0,6270,30,0,1,1,1,0,1250000,0,0,1250000,0,0,0,0,0,0,0
134,강원,천진문고,0,0,1,0,0,208,0,1,0,0,500,208,4500,1,1,132,30,0,0,0,9125,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,강원,철암도서관,0,1,1,0,1000000,0,0,1,1,0,3960,1500,15000,0,0,264,30,1,1,0,7825,25,0,2,0,0,0,0,0,0,0,1,5,60,600,0,0,0
136,강원,청소년 문고,0,0,0,0,0,0,0,0, , ,0,0,1200,0,0,33,25,0,0,0,3130,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,강원,청일면 버들골작은도서관,0,0,1,0,0,0,0,1,0,0,1913,564,5797,2,2,165,38,1,1,1,4500,20,33,1,0,0,0,4999680,18659240,5300380,28959300,1,2,2,0,0,0,0
138,강원,초당작은도서관,1,0,0,0,0,0,0,1,1,1,10160,8846,8846,3,3,224,50,1,1,3,1252,41,174,1,0,0,0,13486000,30000000,5000000,48486000,1,0,0,0,1,3,30
139,강원,초록도서관,0,0,0,0,0,0,0,1,1,0,2500,0,6000,0,3,122,40,1,1,0,2610,10,0,1,1,0,0,1200000,0,5000000,6200000,1,2,104,1040,2,104,1040
140,강원,춘천YMCA푸름이도서관,0,0,0,0,0,0,0,1,0,0,2470,728,6778,7,7,80,22,1,1,0,2349,9,0,0,0,0,0,0,0,0,0,1,1,12,60,0,0,0
141,강원,큰사랑문고,0,0,0,0,0,0,0,1,0,0,440,300,4000,0,0,50,60,1,1,1,522,2,50,0,5,2,2,2000000,500000,240000,2740000,1,1,5,50,2,5,50
142,강원,탄광촌 생명의 양식문고,0,0,0,0,0,0,0,1,0,0,130,115,1115,3,3,120,20,1,1,0,2550,6,0,1,0,0,0,150000,0,1200000,1350000,0,0,0,0,0,0,0
143,강원,태백 인표어린이도서관,0,0,0,0,0,0,0,1,1,0,2000,0,6000,0,0,134,60,1,1,0,3650,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,강원,태장도서관,1,0,0,0,0,0,0,1,1,1,31783,2926,19747,0,16,524,64,1,3,9,25040,80,2825,3,0,1,0,33000000,0,0,33000000,1,1,11,90,2,81,951
145,강원,포남어울림작은도서관,1,0,0,0,0,0,0,1,1,1,15188,1325,11613,0,5,483,78,1,2,10,3130,103,1025,2,0,0,0,14600000,30000000,10000000,54600000,0,0,0,0,0,0,0
146,강원,푸른초장 작은도관,0,0,0,0,0,0,0,1,0,0,100,0,3000,0,0,260,6,1,1,1,9390,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,강원,하남옹달샘작은도서관,0,0,0,0,0,0,0,1,0,0,100,500,5000,3,3,108,15,0,0,0,1878,6,0,1,0,0,0,3000000,0,0,3000000,0,0,0,0,0,0,0
148,강원,하늘마루 작은도서관,0,0,0,0,0,0,0,1,0,0,100,1000,2000,2,3,83,33,1,1,1,1566,6,0,1,2,0,0,0,0,0,0,1,0,0,0,2,6,320
149,강원,하슬라작은도서관,1,0,0,0,0,0,0,1,1,1,9684,166,8113,0,3,155,40,1,1,1,9703,31,280,1,0,0,0,4486000,15000000,5000000,24486000,0,0,0,0,0,0,0
150,강원,한빛사랑문고,0,0,1,0,1000000,0,0,0, , ,0,150,1750,0,0,105,40,1,1,0,1825,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,강원,한송작은도서관,0,0,0,0,0,0,0,1,1,0,6036,261,6388,0,0,99,14,1,1,0,3756,12,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,강원,해누리글터 작은도서관,0,0,1,0,1250000,0,0,0, , ,0,120,1300,0,0,70,15,1,0,1,1565,5,0,1,0,0,0,1250000,0,240000,1490000,0,0,0,0,0,0,0
153,강원,햇살 도서관,0,0,1,0,1000000,0,0,1,1,0,4500,200,5000,0,0,200,30,1,3,0,9125,25,0,2,0,0,0,0,0,0,0,1,3,30,350,0,0,0
154,강원,햇살작은도서관,0,0,0,0,0,0,0,1,0,0,1000,200,4000,0,0,36,16,1,1,1,3130,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
155,강원,행복한 문고,0,0,1,0,10000000,0,0,1,1,0,9000,1100,4000,3,2,82,28,1,1,1,9390,30,70,1,0,0,0,1000000,0,15000000,16000000,1,1,12,144,3,48,300
156,강원,행복한도서관,0,0,1,0,1000000,0,0,1,1,0,10,25,8025,0,0,91,25,1,3,0,6525,25,0,0,0,0,0,1000000,0,0,1000000,1,4,20,300,0,0,0
157,강원,횡성느티나무작은도서관,0,0,0,0,0,0,0,1,1,0,4684,689,6015,0,6,152,46,1,1,2,15275,44,223,3,0,0,0,4998750,55050790,12044540,72094080,0,0,0,0,0,0,0
158,강원,흥업작은도서관,0,0,0,0,0,0,0,0, , ,0,0,2500,0,0,36,8,0,0,0,313,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
159,강원,희망 숲 작은도서관,0,0, ,0,0,0,0,1,0,0,100,1055,1055,0,0,58,40,1,12,5,14600,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,강원,희망의문고,0,0,0,0,0,0,0,0, , ,0,1300,6000,0,0,168,107,1,2,0,5742,22,0,1,0,0,0,0,0,0,0,1,2,20,250,0,0,0
161,경기,(사)행복한아침독서 책마을도서관,0,0,0,0,0,0,0,1,0,0,5495,361,27611,0,10,94,10,1,1,0,3915,15,188,2,0,2,0,0,20300000,4000000,24300000,0,0,0,0,0,0,0
162,경기,1318하랑작은도서관,0,0,1,0,0,181,0,1,1,0,300,500,3500,1,6,49,21,1,1,0,4695,15,310,1,0,0,0,300000,1200000,1200000,2700000,1,1,12,120,3,360,3500
163,경기,7단지 숲속도서관,0,0,1,0,2000000,0,0,1,1,0,4044,500,5858,0,0,40,19,1,1,0,1305,5,367,0,20,0,0,2000000,0,1000000,3000000,1,0,0,0,1,50,250
164,경기,BOOK소리작은도서관,0,0,1,0,1200000,103,0,1,0,1,3255,150,2100,0,0,95,15,1,1,0,2349,9,120,0,4,0,0,1500000,0,2700000,4200000,1,1,1,15,4,7,235
165,경기,Book Tree(북트리),0,0,1,0,3000000,0,0,1,0,0,1000,250,9800,2,5,109,20,1,2,2,1305,5,100,1,100,1,0,3500000,7450000,1920000,12870000,1,2,20,100,11,72,352
166,경기,ESR영어작은도서관,0,0,0,0,0,0,0,1,1,0,500,500,3000,0,0,216,40,1,1,2,3130,10,150,1,0,0,0,5000000,0,2000000,7000000,0,0,0,0,0,0,0
167,경기,HAHA Asian Library,0,0,1,0,3750000,0,0,0, , ,0,108,5000,0,0,89,20,0,0,0,3130,10,0,1,0,0,0,3303542,3600000,445340,7348882,1,0,0,0,1,2,50
168,경기,HJ제니스작은도서관,0,0,0,0,0,0,0,1,0,0,1,500,1598,0,0,58,10,1,0,1,522,2,0,1,0,0,0,1500000,2400000,3500000,7400000,1,2,18,68,6,94,520
169,경기,KCC스위첸아파트 작은도서관,0,0,0,0,0,0,0,1,1,0,1635,412,2657,0,0,44,9,1,1,0,3150,30,0,1,0,0,0,1200000,3360000,240000,4800000,0,0,0,0,0,0,0
170,경기,LG신산본자이2차아파트문고,0,1,0,0,0,0,0,1,0,0,100,0,1800,0,1,76,12,1,0,3,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,경기,THE기쁜어린이도서관,0,0,1,0,9000000,10,0,1,0,0,12346,1530,17000,1,1,330,120,1,2,1,9390,30,1200,2,15,1,1,6608280,14080000,24952670,45640950,1,5,50,100,1,40,800
172,경기,TS푸른솔작은도서관,0,0,1,0,1200000,84,0,1,1,0,2719,79,12140,1,3,66,12,1,2,0,3872,26,679,0,12,0,0,0,0,4000000,4000000,1,1,12,5,7,56,74
173,경기,가곡힘찬문고,0,0,1,0,2000000,171,1,0, , ,0,171,2500,0,2,33,6,1,1,0,1565,5,0,1,10,0,0,2000000,0,1200000,3200000,1,1,1,100,0,0,0
174,경기,가능1동작은도서관,1,0, ,0,0,0,0,1,1,1,5337,524,9339,0,0,77,30,1,1,1,5500,22,12,1,0,0,0,7000000,13800000,1992857,22792857,1,5,35,158,0,0,0
175,경기,가능2동작은도서관,1,0, ,0,0,0,0,1,1,1,6713,586,11699,0,11,51,8,1,1,1,5750,23,7,1,0,1,0,6000000,13800000,1992857,21792857,1,2,24,33,0,0,0
176,경기,가능3동작은도서관,1,0, ,0,0,0,0,1,1,1,8737,573,7980,0,3,33,12,1,1,1,6500,26,12,1,0,0,0,5400000,13800000,1992857,21192857,1,4,41,390,0,0,0
177,경기,가온누리 작은도서관,0,0,0,0,0,0,0,1,0,0,400,0,2600,0,0,163,36,1,1,5,960,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,경기,가온누리작은도서관,1,1,1,0,5000000,204,0,1,1,1,8555,1919,12851,2,8,84,35,1,1,1,13050,50,0,1,7,0,0,509500,7351500,2233630,10094630,1,1,1,30,1,5,50
179,경기,가운4단지문고,0,0,0,0,0,0,0,1,1,0,100,100,2000,0,0,44,12,1,1,0,1305,5,100,0,10,0,0,1000000,0,0,1000000,0,0,0,0,0,0,0
180,경기,가운휴먼시아5단지 도서관,0,0,0,0,0,0,0,1,1,0,1200,100,4240,0,0,33,10,1,1,0,2090,10,100,1,5,0,0,1000000,0,1200000,2200000,1,0,0,0,8,96,1920
181,경기,가좌대우푸르지오,0,0,1,0,2000000,0,0,1,1,0,1500,836,7000,3,3,63,15,1,1,0,3780,15,344,0,10,0,0,2400000,0,3000000,5400000,1,0,0,0,1,1,8
182,경기,갈담 작은도서관,1,0,1,0,5000000,200,2,1,1,0,1200,700,4100,3,5,126,29,1,4,2,9390,30,0,3,19,0,3,2000000,3000000,1000000,6000000,1,1,50,900,1,16,192
183,경기,갈보리 작은도서관,0,1,0,0,0,0,0,0, , ,0,100,7931,0,5,72,24,1,1,0,3130,10,1367,2,0,0,0,5000000,12000000,20000000,37000000,0,0,0,0,0,0,0
184,경기,감나무골작은도서관,1,1,1,0,0,0,0,1,1,1,6492,308,10624,0,0,99,13,1,1,3,13772,44,1789,1,4,0,0,0,0,6627330,6627330,1,5,114,822,6,10,346
185,경기,강변교회 어린이도서관,0,0,0,0,0,0,0,0, , ,0,0,2500,0,0,40,24,0,0,0,783,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,경기,강변해태아파트 도서관,0,0,0,0,0,0,0,0, , ,0,0,2300,0,0,33,10,0,0,0,261,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,경기,강상작은도서관 ,0,0,1,0,0,0,0,1,1,0,677,2871,2871,2,3,140,23,1,1,2,178,3,169,1,0,0,0,29971900,3209360,1485700,34666960,0,0,0,0,0,0,0
188,경기,강아지똥 어린이도서관,0,0,1,0,3000000,0,0,1,1,0,2900,969,10002,1,2,82,35,1,1,1,1733,10,87,1,5,0,0,2118355,5600000,6360000,14078355,1,3,120,720,3,6,120
189,경기,강촌공원 5분걸음 예쁜도서관,0,0,1,0,0,0,0,1,1,0,15612,500,3662,0,22,33,8,1,1,0,26036,103,2395,1,2,1,0,8400000,16128000,3480000,28008000,1,1,1,12,0,0,0
190,경기,강하 작은 도서관,0,0,1,0,0,0,0,1,0,0,3757,121,7497,2,3,179,22,1,1,1,2440,8,14588,0,0,0,0,1639700,15630000,1807750,19077450,1,1,1,100,1,10,138
191,경기,개척병영작은도서관,0,0,1,0,0,65,0,1,1,0,1128,244,11352,0,0,160,60,1,0,1,9855,27,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
192,경기,거북작은도서관,0,0,0,0,0,0,0,1,0,0,3637,840,11253,0,2,178,54,1,1,0,2490,9,0,1,2,0,0,4400000,0,5000000,9400000,1,1,5,44,3,5,84
193,경기,건영1차아파트,0,0,0,0,0,0,0,0, , ,0,0,1000,0,0,101,6,0,0,0,626,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,경기,건영리버파크아파트문고,0,0,0,0,0,0,0,1,1,0,500,471,3600,0,0,34,40,1,1,0,1045,5,100,0,12,0,0,1800000,0,700000,2500000,1,4,4,80,0,0,0
195,경기,건영캐스빌상앗대문고,0,0,1,0,0,300,0,1,1,0,5000,75,7663,0,0,85,24,1,1,0,5220,20,700,0,1,0,0,500000,0,0,500000,1,1,1,10,3,4,40
196,경기,검바위초작은도서관,0,0, ,0,0,0,0,1,1,0,12078,1199,30025,0,6,165,62,1,2,4,21716,89,855,1,33,1,0,6000000,0,4000000,10000000,1,7,41,410,0,0,0
197,경기,겨자씨작은도서관,0,0,1,0,0,0,2,1,1,0,568,100,4980,3,3,66,20,1,1,1,1566,6,250,1,0,1,0,2000000,2400000,3600000,8000000,1,1,1,6,2,2,7
198,경기,격파병영작은도서관,0,0,0,0,0,0,0,1,0,0,960,300,2406,0,0,57,26,0,0,0,1095,3,0,1,0,0,0,300000,0,0,300000,0,0,0,0,0,0,0
199,경기,경기다문화 도서관,0,0,0,0,0,0,0,0, , ,0,300,2500,0,0,66,20,1,1,0,939,3,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
200,경기,경남꿈모아도서관,0,0,0,0,0,0,0,0, , ,0,300,4156,0,0,201,30,1,1,0,783,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,경기,경남초록작은도서관,0,0,1,0,0,200,0,0, , ,0,500,8500,0,0,175,50,1,2,0,2610,10,350,0,12,0,0,2000000,0,2000000,4000000,0,0,0,0,0,0,0
202,경기,경성큰마을 작은도서관,0,0,1,0,680000,615,1,1,1,0,400,615,6030,0,2,100,40,1,1,0,1815,5,25,1,5,0,0,5100000,0,600000,5700000,1,1,20,173,0,0,0
203,경기,고궁마을문고,0,0,0,0,0,0,0,0, , ,0,50,3500,0,0,49,10,0,0,0,1050,10,0,0,0,0,0,500000,0,0,500000,0,0,0,0,0,0,0
204,경기,고대산병영도서관,0,0, ,0,0,0,0,0, , ,0,100,2500,0,6,109,24,1,1,0,18250,50,0,0,3,0,0,360000,0,300000,660000,1,1,5,30,1,5,200
205,경기,고등동 새마을문고,0,0,0,0,0,0,0,0, , ,0,676,11405,0,0,82,30,1,1,0,3915,15,3904,0,23,0,0,5000000,0,2400000,7400000,1,2,2,60,2,2,60
206,경기,고리울꿈터작은도서관,1,0, ,0,0,0,0,1,1,1,17834,878,14323,1,7,97,21,1,2,1,13146,42,688,1,0,1,0,8400000,21813900,21584420,51798320,1,6,78,835,11,48,610
207,경기,고매2통 작은도서관,0,0, ,0,0,0,0,0, , ,0,0,4600,0,0,165,36,1,1,0,261,1,0,0,0,0,0,0,0,2400000,2400000,1,1,1,20,0,0,0
208,경기,고양 작은도서관,0,1,1,0,0,0,0,1,1,0,49281,1671,19138,0,1,172,54,1,1,1,63811,253,4300,1,13,1,0,11842370,20645440,8912190,41400000,1,9,22,592,10,48,610
209,경기,고양윤창 작은도서관,0,0,1,0,0,0,0,1,1,0,5114,1382,8524,0,0,110,33,1,1,1,7861,30,545,1,8,1,0,12226870,20775870,8197260,41200000,1,2,60,350,12,73,384
210,경기,고인돌도서관,0,0,1,0,0,140,0,1,1,0,1000,3800,3800,0,0,93,30,1,1,0,2610,10,0,0,20,0,0,0,0,0,0,1,0,0,0,3,3,30
211,경기,고잔2동당곡작은도서관,1,0, ,0,0,0,0,1,1,1,50567,3228,10628,22,27,429,100,1,2,3,30498,102,621,2,2,1,0,30000000,37273000,42103000,109376000,1,3,20,181,7,33,603
212,경기,고잔차세대작은도서관,0,0,0,0,0,0,0,1,0,0,200,0,1100,0,0,50,15,1,1,5,2610,10,0,0,0,0,0,100000,0,6000000,6100000,1,2,48,120,3,35,20
213,경기,고촌 작은도서관,1,0,1,0,0,0,0,1,1,1,20685,502,16299,0,3,176,20,1,2,3,19993,80,2139,2,1,1,0,3000000,16000000,3100000,22100000,0,0,0,0,0,0,0
214,경기,고현초도서관,0,0,1,0,0,0,0,1,1,0,75536,2196,15363,0,0,169,30,1,1,2,60225,165,1500,0,0,0,0,16597000,3500000,0,20097000,0,0,0,0,0,0,0
215,경기,곡선동 새마을문고,0,0,0,0,0,0,0,0, , ,0,488,9726,0,0,51,13,1,1,0,3654,14,1951,0,16,0,0,5000000,0,2400000,7400000,1,2,2,50,2,2,50
216,경기,곡촌마을 다솜 작은도서관,0,0,0,0,0,0,0,0, , ,0,0,1240,0,0,42,6,0,0,0,1500,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,경기,공감의 뜰작은도서관,0,0, ,0,0,0,0,0, , ,0,25,1500,0,0,33,10,0,0,0,265,5,0,0,0,0,0,0,0,0,0,1,1,15,75,0,0,0
218,경기,공군 제8249부대,0,0, ,0,0,0,0,1,1,0,492,605,3911,3,14,58,24,1,1,0,2200,7,140,2,0,0,0,2720000,0,880000,3600000,1,1,1,70,0,0,0
219,경기,공도새마을문고 청소년공부방,0,0,0,0,0,0,0,0, , ,0,0,8000,0,0,330,100,1,2,5,10016,32,0,1,0,0,0,2679900,12000000,9020100,23700000,1,0,0,0,2,2,12
220,경기,공룡도서관(거모복지관),0,0,0,0,0,0,0,1,1,0,100,0,1000,0,0,112,15,0,0,0,1045,5,0,1,0,0,0,0,0,2000000,2000000,1,1,12,200,4,10,200
