지역,도서관명,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터
경기 광명시,맑은샘 작은도서관,93,24,있다,2,0
경기 의정부시,맑은샘도서관,148,30,있다,1,2
경기 구리시,맑은샘문고,33,10,없다,0,0
경기 화성시,맑은샘문고,33,20,없다,0,0
경기 안양시,맑은책내음,62,17,있다,0,1
경기 수원시,매교동새마을문고,50,20,있다,1,0
경기 수원시,매산동 새마을문고,42,20,있다,1,0
경기 김포시,매수리마을작은도서관,60,20,없다,0,0
경기 수원시,매탄1동 새마을문고,81,36,있다,1,0
경기 수원시,매탄2동새마을문고,60,10,있다,1,0
경기 수원시,매탄3동 새마을문고,122,14,있다,1,0
경기 수원시,매탄4동 새마을문고,33,12,있다,1,0
경기 의왕시,매화문고,66,15,없다,0,0
경기 시흥시,맹꽁이책방,40,20,있다,1,0
경기 남양주시,먹갓교회문고,82,20,있다,1,0
경기 고양시,메가박스 어린이도서관,88,16,있다,1,0
경기 수원시,메가키즈박스도서관,158,45,있다,2,0
경기 화성시,메타하나두리 작은도서관,70,30,있다,2,0
경기 양주시,명성작은도서관,66,10,있다,1,0
경기 여주시,명품작은도서관,73,30,있다,1,0
경기 안양시,명학마을,53,12,있다,1,1
경기 안산시,모두어린이작은도서관,134,20,있다,3,0
경기 의왕시,모란문고,63,6,있다,1,0
경기 시흥시,목감영어도서관,59,18,있다,1,8
경기 수원시,목양작은도서관,40,12,있다,1,0
경기 연천군,무등실작은도서관,89,14,있다,1,2
경기 화성시,무럭무럭도서관,55,12,있다,2,2
경기 화성시,무지개 작은도서관,82,25,있다,1,0
경기 남양주시,무지개꿈문고,66,30,있다,1,1
경기 파주시,무지개도서관,74,23,있다,1,0
경기 오산시,무지개도서관,42,15,없다,0,0
경기 성남시,무지개뜨는언덕작은도서관,49,18,있다,1,0
경기 평택시,무지개작은도서관,66,25,있다,1,1
경기 오산시,무지개작은도서관,44,30,있다,1,0
경기 부천시,무지개작은도서관,257,50,있다,2,1
경기 광주시,문광마을문고,66,15,없다,0,0
경기 파주시,문발리도서관,60,20,있다,1,0
경기 과천시,문원동새마을문고,39,39,있다,1,0
경기 고양시,문촌7단지도서관,34,10,있다,1,0
경기 성남시,물푸레 작은도서관,76,30,있다,1,1
경기 용인시,물푸레도서관,139,50,있다,1,0
경기 용인시,물푸레마을 새빛 도서관,44,20,있다,1,1
경기 용인시,미라클차일드어린이영어도서관,105,30,있다,2,0
경기 부천시,미소지움작은도서관,60,20,있다,1,0
경기 부천시,민들레 작은도서관,142,20,있다,2,2
경기 남양주시,민들레문고,132,40,있다,2,0
경기 오산시,민들레어린이도서관,85,16,없다,0,0
경기 수원시,민들레작은도서관,57,20,있다,1,0
경기 시흥시,민들레작은도서관,105,27,있다,1,1
경기 부천시,민들레홀씨작은도서관,185,50,있다,2,1
경기 김포시,민통선도서관,99,6,없다,0,0
경기 양주시,밀물병영작은도서관,81,12,있다,1,0
경기 용인시,바른샘도서관,37,17,있다,1,0
경기 수원시,바른생협바로미도서관,59,17,있다,1,0
경기 안양시,박달1동 작은도서관,298,94,있다,1,0
경기 화성시,반달작은도서관,134,35,있다,1,0
경기 용인시,반도보라빌문고,42,10,없다,0,0
경기 김포시,반도유보라 작은도서관,77,33,있다,1,0
경기 고양시,반디 작은도서관,66,30,있다,1,1
경기 화성시,반딧불 작은도서관(팔탄),132,47,있다,1,2
경기 화성시,반딧불 작은도서관(향남),200,60,있다,1,0
경기 고양시,반딧불도서관,90,50,있다,1,1
경기 용인시,반딧불이도서관,95,22,있다,1,0
경기 양주시,반딧불이작은도서관,74,40,있다,1,0
경기 시흥시,반석도서관,122,30,있다,0,1
경기 화성시,반올림 작은도서관,94,38,있다,0,1
경기 안산시,반월햇빛작은도서관,324,59,있다,3,4
경기 화성시,발안마을주공,54,20,있다,1,0
경기 광명시,밝은빛 음악 영어 작은도서관,75,21,있다,1,0
경기 광명시,밝은빛 작은도서관,717,120,있다,2,5
경기 수원시,밤밭새마을문고,115,20,있다,1,0
경기 용인시,밤토실어린이작은도서관,106,30,있다,2,0
경기 군포시,밥상머리북카페,149,88,있다,2,1
경기 고양시,배움과 나눔작은도서관,84,33,있다,1,0
경기 용인시,백남준 라이브러리,132,25,있다,1,3
경기 고양시,백마작은도서관,115,24,있다,1,1
경기 이천시,백사작은도서관,103,16,있다,1,0
경기 양주시,백석한승작은도서관,82,24,있다,1,0
경기 용인시,백암면 작은도서관,192,18,있다,1,1
경기 고양시,백합 작은도서관,90,48,있다,1,1
경기 의왕시,백합아파트문고,56,30,있다,1,0
경기 용인시,버들치도서관,85,20,있다,1,1
경기 부천시,범박휴먼시아2단지 작은도서관,211,45,있다,1,0
경기 고양시,벧엘문고,37,30,없다,0,0
경기 안양시,벽산,82,20,없다,0,0
경기 용인시,벽산도서관,45,8,있다,1,0
경기 남양주시,별가람작은도서관 ,33,12,있다,1,0
경기 남양주시,별내리슈빌작은도서관 ,105,50,있다,1,9
경기 남양주시,별내칸타빌작은도서관 ,52,14,있다,1,0
경기 가평군,별빛도서관,50,30,없다,0,0
경기 과천시,별양4단지 새마을문고,35,35,있다,1,0
경기 과천시,별양6단지새마을문고,66,6,있다,1,0
경기 광주시,보들리안도서관,95,30,있다,1,0
경기 안산시,보라매어린이작은도서관,66,28,있다,1,1
경기 안양시,보라미 작은도서관(교도소),39,14,없다,0,0
경기 성남시,보람무지개작은도서관,85,12,있다,1,1
경기 김포시,보름산 미술관 작은도서관,42,10,있다,1,0
경기 부천시,보물단지작은도서관,147,20,있다,2,1
경기 안양시,보물창고,98,22,있다,2,0
경기 시흥시,보성아파트 희망도서실,47,20,없다,0,0
경기 시흥시,복된교회문고,165,15,없다,0,0
경기 부천시,복된교회작은도서관,68,48,없다,0,0
경기 부천시,복사꽃필무렵작은도서관,114,32,있다,2,1
경기 양주시,복지작은도서관,67,16,없다,0,0
경기 안산시,본오1동작은도서관,425,63,있다,4,3
경기 안산시,본오3동 장수작은도서관,134,26,있다,2,0
경기 안산시,본오책누리도서관,36,17,있다,1,2
경기 파주시,봄싹도서관,79,16,있다,1,0
경기 화성시,봉담아이파크도서관,153,15,있다,1,0
경기 양주시,봉암작은도서관,385,20,있다,1,2
경기 양주시,봉우작은도서관,33,20,있다,1,0
경기 파주시,봉일천등용도서관,353,70,있다,2,5
경기 의왕시,부곡글고운도서관,258,60,있다,2,4
경기 수원시,부광복지문고,59,24,있다,1,0
경기 안성시,부영도서관,126,25,있다,3,3
경기 부천시,부천비전 작은도서관,105,30,있다,4,2
경기 안양시,부흥동주민센타,46,84,없다,0,0
경기 여주시,북내작은도서관,52,12,없다,0,0
경기 남양주시,북스토리,60,50,있다,1,0
경기 광명시,북스토리 작은도서관,105,40,있다,1,0
경기 오산시,북카페 토기장이의 집,83,36,없다,0,0
경기 성남시,분당구미어린이 작은도서관,125,50,있다,2,1
경기 고양시,불교명상 도서관,89,42,있다,1,0
경기 의정부시,브라운스톤흥선도서관,110,40,있다,1,1
경기 고양시,블루밍도서관,103,29,있다,2,1
경기 고양시,블루밍독서의집 새마을문고,64,15,있다,1,0
경기 안양시,비산3동 주민센터,132,60,있다,1,0
경기 이천시,비승병영도서관,107,30,있다,1,0
경기 하남시,비전 작은도서관,75,50,있다,1,0
경기 시흥시,비전나무작은도서관,72,36,있다,1,1
경기 고양시,비전도서관,40,20,있다,1,1
경기 평택시,비전작은도서관,266,60,있다,2,6
경기 이천시,비전작은도서관,99,35,있다,1,0
경기 파주시,비전眞작은도서관,92,20,있다,2,2
경기 양주시,빛과소금작은도서관,107,36,없다,0,0
경기 파주시,빛나요 작은도서관,120,40,있다,1,0
경기 화성시,쁘레네 작은도서관 별찌,102,15,있다,1,0
경기 고양시,쁘레네 작은도서관 별찌,79,20,있다,1,0
경기 광주시,쁘레네 작은도서관 별찌,120,50,있다,1,0
경기 용인시,쁘레네 작은도서관 별찌,58,10,있다,1,0
경기 군포시,쁘레네 작은도서관 별찌,37,15,있다,1,0
경기 수원시,쁘레네 작은도서관 별찌,34,15,있다,1,0
경기 성남시,쁘레네별찌(정자)작은도서관,57,8,있다,1,0
경기 성남시,쁘레네별찌(판교)작은도서관,82,16,있다,1,0
경기 이천시,쁘레네작은도서관,102,18,있다,1,0
경기 안산시,사3동작은도서관,101,26,있다,1,0
경기 안양시,사과나무꿈동산어린이,80,30,있다,1,0
경기 과천시,사과나무도서관,66,10,있다,2,2
경기 이천시,사동누리작은도서관,102,24,있다,1,0
경기 동두천시,사동초등학교 도서관,115,24,있다,1,2
경기 고양시,사랑나눔 도서관,97,42,없다,0,0
경기 부천시,사랑나무가족도서관,160,40,있다,3,2
경기 평택시,사랑나무작은도서관,104,20,있다,2,3
경기 부천시,사랑샘작은도서관,64,16,있다,1,0
경기 하남시,사랑영어작은도서관,95,50,있다,0,1
경기 고양시,사랑의 샘,59,13,있다,1,0
경기 군포시,사랑이있는작은도서관,117,48,있다,2,1
경기 양주시,사랑작은도서관,50,20,없다,0,0
경기 여주시,사랑작은도서관,33,12,있다,1,0
경기 고양시,사리현 작은도서관,92,20,있다,1,1
경기 광명시,사성 작은도서관,59,18,있다,1,0
경기 수원시,사이좋은도서관,115,33,있다,1,0
경기 안성시,사자숲작은도서관,130,36,있다,2,1
경기 파주시,산들바람 작은도서관,149,60,있다,1,0
경기 군포시,산본역도서관,80,16,있다,2,0
경기 여주시,산북작은도서관,323,72,있다,2,5
경기 양주시,산북작은도서관,66,20,있다,1,1
경기 의정부시,산악도서관,118,10,있다,1,1
경기 안양시,산오름어린이,85,30,있다,0,2
경기 김포시,살렘작은도서관,36,10,없다,0,0
경기 시흥시,삼립식품작은도서관,55,25,있다,1,0
경기 안양시,삼막골,33,15,있다,1,0
경기 오산시,삼미마을 19단지 지혜관,70,22,있다,1,1
경기 부천시,삼성래미안 작은도서관,58,20,있다,1,0
경기 군포시,삼성마을 5단지 작은도서관,58,37,있다,1,1
경기 수원시,삼성알밤문고,35,15,있다,1,0
경기 안성시,삼죽도서관,345,74,있다,2,4
경기 과천시,삼포새마을문고,33,6,있다,1,0
경기 용인시,삼풍동작은도서관,66,30,있다,1,0
경기 성남시,상대원3동작은도서관,33,6,있다,1,0
경기 화성시,상동비전 작은도서관,247,80,있다,1,0
경기 부천시,상동역칙칙폭폭도서관,52,15,있다,2,1
경기 화성시,상록문고,120,28,있다,1,0
경기 안산시,상록브니엘문고,33,20,있다,1,5
경기 연천군,상리작은도서관,92,32,있다,1,3
경기 평택시,상상도서관,127,30,있다,1,1
경기 수원시,상송마을주공작은도서관,58,24,있다,1,0
경기 용인시,상현1동 작은도서관,165,25,있다,2,3
경기 화성시,새강꿈터도서관,141,24,있다,1,0
경기 화성시,새강마을 작은도서관,89,24,있다,1,2
경기 광명시,새나래 작은도서관,57,30,있다,1,0
경기 안양시,새날,33,21,없다,0,0
경기 안산시,새마을문고 수정작은도서관,86,15,있다,1,0
경기 안성시,새마을문고센터,119,72,있다,1,5
경기 부천시,새마을문고중앙회부천시지부,191,20,있다,1,3
경기 과천시,새마을중앙동문고,46,44,있다,1,0
경기 남양주시,새싹작은도서관,247,14,있다,1,0
경기 양주시,새싹작은도서관,100,24,있다,1,0
경기 안양시,새안양,50,12,있다,1,0
경기 고양시,새하늘작은도서관,48,24,있다,1,0
경기 여주시,새하늘작은도서관,130,30,있다,1,0
경기 시흥시,새희망교회,198,25,있다,0,1
경기 안산시,새희망작은도서관,148,40,있다,1,0
경기 시흥시,새희망작은도서관,72,20,있다,1,0
경기 화성시,샘내작은도서관,211,26,있다,3,3
경기 수원시,샘물도서관,33,6,있다,1,1
경기 성남시,샘물어린이 작은도서관,47,16,있다,2,1
경기 군포시,샘물작은도서관,33,35,없다,0,0
경기 이천시,샘터작은도서관,105,50,있다,1,0
경기 남양주시,샘터작은도서관,66,26,있다,1,0
경기 화성시,생각마루,105,50,있다,3,1
경기 김포시,생각샘도서관,108,52,있다,1,0
경기 부천시,생글생글 작은도서관,77,40,있다,1,1
경기 수원시,생활연극작은도서관,59,13,있다,1,1
경기 군포시,샤론작은도서관,99,40,있다,1,2
경기 성남시,샤인작은도서관,165,20,있다,2,0
경기 안산시,샬롬문고,112,30,있다,1,0
경기 용인시,서농동 작은도서관,80,6,있다,1,0
경기 수원시,서둔동새마을문고,56,18,있다,1,0
경기 성남시,서라운드작은도서관,39,20,있다,1,1
경기 수원시,서수원자이 어린이 문고,97,36,있다,1,2
경기 고양시,서정 글 쉼터 도서관,60,36,없다,0,0
경기 평택시,서정작은도서관,260,60,있다,2,6
경기 양평군,서종작은도서관,203,30,있다,2,1
경기 파주시,서축공업작은도서관,112,20,있다,1,0
경기 화성시,서해 백일홍 북카페,119,40,있다,1,2
경기 화성시,서해더블루LUX 작은도서관,110,61,없다,0,0
경기 성남시,서현청소년작은도서관,232,100,있다,2,2
경기 안양시,석수1동 작은도서관,33,6,있다,1,0
경기 안양시,석수2동 작은도서관,36,8,있다,1,0
경기 안양시,석수3동 작은도서관,148,55,있다,1,3
경기 안산시,석수골작은도서관,242,25,있다,2,1
경기 이천시,선경도서실,66,20,없다,0,0
경기 안산시,선녀마을작은도서관,94,30,있다,1,2
경기 포천시,선단동어린이작은도서관,46,20,있다,1,1
경기 포천시,선단작은도서관,46,20,있다,1,1
경기 성남시,섬마을 5단지 작은도서관,74,70,있다,1,0
경기 평택시,성광작은도서관,49,16,있다,1,0
경기 파주시,성원도서실,59,30,있다,1,0
경기 양주시,성은작은도서관,89,22,있다,1,1
경기 용인시,성지작은도서관,100,25,있다,2,0
경기 부천시,성진어린이작은도서관,66,12,있다,1,1
경기 성남시,성현작은도서관,66,50,있다,1,0
경기 수원시,세류1동새마을문고,64,20,있다,1,0
경기 수원시,세류2동 새마을문고,49,12,있다,1,0
경기 수원시,세류3동새마을문고,95,14,있다,1,0
경기 오산시,세마고도서관,315,80,있다,2,6
경기 광명시,세븐 작은도서관,97,30,있다,1,0
경기 양주시,세아작은도서관,49,16,있다,1,0
경기 남양주시,세우는도서관,33,10,있다,1,0
경기 광명시,세움 작은도서관,160,40,있다,2,1
경기 화성시,센트럴 북카페 작은도서관 ,117,40,있다,1,0
경기 화성시,센트럴파크작은도서관,49,6,없다,0,0
경기 부천시,소나무푸른작은도서관,383,50,있다,3,1
경기 평택시,소망작은도서관,66,20,없다,0,0
경기 부천시,소사영어작은도서관,192,40,있다,1,0
경기 부천시,소새울가족도서관,153,36,있다,2,2
경기 수원시,소성도서관,99,50,있다,1,3
경기 용인시,소소한작은행복도서관,70,30,있다,1,0
경기 구리시,소월독서문화원,86,30,있다,1,0
경기 광명시,소하1동 작은도서관,64,20,있다,1,0
경기 의왕시,솔거아파트문고,75,10,있다,1,0
경기 김포시,솔래작은도서관,130,20,없다,0,0
경기 여주시,솔로몬작은도서관,76,120,없다,0,0
경기 가평군,솔빛도서관,70,30,없다,0,0
경기 성남시,솔샘 작은도서관,244,48,있다,1,1
경기 부천시,솔안마을작은도서관,41,30,있다,1,1
경기 수원시,솔지 아동 영재 작은도서관,48,40,있다,1,0
경기 김포시,솔터2단지작은도서관,149,32,있다,1,0
경기 김포시,솔터마을3단지 작은도서관,117,27,있다,1,0
경기 화성시,송골우남작은도서관,119,50,있다,2,2
경기 부천시,송내 작은도서관,112,30,있다,1,1
경기 부천시,송내자이작은도서관,76,20,있다,1,0
경기 의정부시,송산1동작은도서관,129,24,있다,1,1
경기 의정부시,송산2동작은도서관,70,8,있다,2,1
경기 안성시,송정도서관,164,44,있다,3,3
경기 수원시,송죽동새마을문고,95,24,있다,1,0
경기 평택시,송탄작은도서관,197,54,있다,2,6
경기 안성시,송호문고,66,15,있다,1,0
