지역,도서관명,연간 증가 장서 수,총 보유 장서 수,연간 증가 연속간행물 수,현재 총 보유 연속간행물 수
광주 북구,꿈나무도서관,400,3000,0,0
광주 광산구,꿈나무도서관,100,1500,0,0
광주 북구,꿈나무작은도서관,754,4932,2,2
광주 광산구,꿈드림작은도서관,450,5500,1,1
광주 광산구,꿈마루작은도서관,80,1500,0,0
광주 서구,꿈빛 도서관,451,9779,0,0
광주 남구,꿈사랑작은도서관 ,500,3500,2,2
광주 북구,꿈이든 작은도서관,200,1400,0,0
광주 북구,꿈이있는작은도서관,100,2600,3,3
광주 남구,꿈이커가는봉선작은도서관,200,2500,0,0
광주 광산구,꿈작은 도서관,279,2288,0,0
광주 남구,꿈쟁이작은도서관,100,1600,1,2
광주 광산구,꿈쟁이작은도서관,891,5236,0,0
광주 남구,꿈트리작은도서관,0,1800,0,0
광주 북구,꿈틀어린이 작은도서관,3497,3497,1,1
광주 광산구,나눔의집작은도서관,269,1612,0,0
광주 광산구,나눔의집작은도서관,300,2000,0,0
광주 서구,내방마루작은도서관,292,4198,10,20
광주 북구,누리두리 작은도서관,2008,2008,1,3
광주 북구,늘빛 작은도서관,600,1860,3,3
광주 광산구,늘푸른꿈,237,1240,0,0
광주 서구,늘푸른작은도서관,200,4200,0,2
광주 광산구,늘푸른작은도서관,427,5966,2,10
광주 북구,늘해랑 작은도서관,300,2500,0,0
광주 북구,늘행복한작은도서관,200,1500,2,2
광주 광산구,다사로움작은도서관,0,2000,0,0
광주 북구,다솜울작은도서관,160,8000,2,3
광주 광산구,다솜작은도서관,100,4000,0,0
광주 북구,단비도서관,941,9977,0,5
광주 남구,달뫼마을작은도서관,1010,1010,0,0
광주 동구,대안도서관틔움,104,5818,0,0
광주 북구,대원작은도서관,0,2000,0,0
광주 동구,대인작은도서관,200,2500,1,3
광주 서구,대주파크빌작은도서관,500,5200,0,0
광주 광산구,더불어락작은도서관,142,5500,0,0
광주 광산구,도깨비어린이도서관,1000,8000,0,2
광주 북구,도담도담어린이도서관,0,1500,0,0
광주 광산구,도래샘작은도서관,452,4752,0,2
광주 광산구,도산동문고,60,2000,0,0
광주 동구,동구문화센터작은도서관,266,4127,0,0
광주 북구,동림동작은도서관,1200,24854,2,2
광주 북구,동림작은도서관,0,3500,0,0
광주 북구,동이트는작은도서관,1021,8542,1,1
광주 서구,동천동작은도서관,2782,2782,0,0
광주 서구,동천마을6단지작은도서관,437,2217,0,0
광주 남구,두란노꿈나무작은도서관,1500,1500,0,0
광주 남구,두란노작은도서관,140,2800,0,0
광주 서구,두란노작은도서관,100,1200,12,12
광주 북구,두암1동작은도서관,173,2313,2,2
광주 북구,두암문고,0,3000,0,0
광주 남구,드림작은도서관,0,1200,0,0
광주 북구,들꽃도서관,895,10450,0,0
광주 북구,땅콩마당 작은도서관,0,2500,0,0
광주 광산구,똥강아지어린이작은도서관,800,5400,0,0
광주 남구,로뎀작은도서관,300,6000,0,1
광주 남구,리움작은도서관,60,2060,0,0
광주 서구,마을도서관 다락,300,3500,0,5
광주 광산구,마음영어도서관,100,4000,0,0
광주 북구,마중물 작은도서관,200,1000,0,0
광주 서구,만남작은도서관,200,5000,1,4
광주 광산구,맑은샘작은도서관,500,2000,0,0
광주 북구,망월도서관,30,3000,0,0
광주 북구,매곡동작은도서관,41,3210,4,4
광주 북구,매곡작은도서관,1688,4400,3,3
광주 동구,메트로열린도서관,1200,15000,2,9
광주 남구,멘토링도서관,5,4823,2,7
광주 북구,모해작은도서관,100,2200,0,0
광주 광산구,목련마을작은도서관,700,4800,0,0
광주 광산구,목련어울림,393,3500,0,0
광주 광산구,목우작은도서관,200,1700,1,1
광주 서구,무등 작은도서관,300,4500,0,0
광주 남구,무등지역아동센터작은도서관,30,2500,0,5
광주 광산구,무양서원,409,1386,0,0
광주 북구,무지개 작은도서관,2400,2400,2,2
광주 남구,무지개문고,0,5000,0,0
광주 북구,무진교육문화센터문고,150,3000,1,4
광주 북구,문산 작은도서관,100,1200,2,1
광주 북구,문흥2동작은도서관,927,5265,2,2
광주 북구,문흥골문고,200,4500,1,1
광주 북구,문흥작은도서관,104,2500,1,1
광주 남구,물빛공원작은도서관,246,3040,0,0
광주 남구,미래작은도서관,0,1288,0,0
광주 광산구,미래작은문고,800,5000,2,2
광주 남구,민들레작은도서관,275,8328,2,3
광주 북구,바람개비문고,220,10000,3,5
광주 북구,밝은마음문고,0,1500,0,0
광주 남구,방림2동작은도서관,459,6485,5,10
광주 남구,방림휴먼시아 작은도서관,75,2731,0,0
광주 남구,방젯골어린이작은도서관,1812,1812,0,0
광주 북구,배움 나무 작은도서관,500,2300,0,5
광주 동구,백암문고,30,3000,1,1
광주 남구,백운3반딧불작은도서관,500,5500,2,2
광주 북구,백합 작은도서관,200,1200,0,0
광주 서구,버들도서관,138,5007,1,1
광주 북구,벧엘작은도서관,24,1300,1,1
광주 서구,복지도서관(푸른빛),300,2000,0,0
광주 광산구,본량동작은도서관,200,8955,0,0
광주 광산구,북마실&이레작은도서관,1000,5000,0,0
광주 동구,북카페 영어작은도서관,200,3200,2,8
광주 남구,북카페작은도서관,500,2500,0,0
광주 서구,브니엘문고,300,3000,3,5
광주 광산구,비아까망이작은도서관,500,4000,0,2
광주 광산구,비전작은도서관,3000,4000,0,0
광주 북구,빛고을 두암문고,50,2500,0,0
광주 서구,빛고을도서관,150,8500,0,0
광주 남구,사과나무작은도서관,500,2560,0,0
광주 북구,사랑나눔 작은도서관,98,2000,1,0
광주 광산구,사랑나눔작은도서관,500,2000,0,0
광주 남구,사랑모아작은도서관,0,1500,0,0
광주 북구,사랑의 문고,0,2000,0,0
광주 북구,사랑의 카페,0,2800,0,0
광주 광산구,사랑의문고,1000,3500,2,2
광주 남구,사랑작은도서관,300,2500,0,0
광주 남구,사랑하는사람들,0,4000,0,0
광주 북구,사임당작은도서관,200,1000,0,0
광주 남구,사직문고,0,5745,0,0
광주 동구,산수중앙작은도서관,450,5000,5,7
광주 광산구,산정작은도서관,100,1400,0,1
광주 북구,삼각동작은도서관,138,2261,10,10
광주 남구,상록문고,100,2000,0,0
광주 서구,상무작은도서관,0,2500,0,0
광주 광산구,상정쉼마루작은도서관,170,1170,0,0
광주 광산구,새로운작은도서관,500,3000,5,10
광주 남구,새마을작은도서관,200,2047,0,0
광주 광산구,새물결작은도서관,100,2100,0,0
광주 북구,새생명작은도서관,100,2800,1,3
광주 북구,새싹을의글방 두암2동작은도서관,844,4952,0,0
광주 북구,새싹작은도서관,350,3400,0,0
광주 북구,새에덴 작은도서관,10,1500,0,0
광주 남구,샘물작은도서관,200,1300,0,1
광주 광산구,샘솟는 작은도서관,300,5000,0,0
광주 북구,생각나무작은도서관,327,6000,0,1
광주 남구,생각쟁이작은도서관,0,4400,0,2
광주 북구,생명의강작은도서관,50,1200,0,0
광주 서구,서광작은도서관,500,3000,0,1
광주 북구,서림마을 작은도서관,0,2000,0,0
광주 북구,서머힐 지역문고,30,1500,0,0
광주 서구,서문작은도서관,100,4000,0,0
광주 광산구,선암작은도서관,120,2500,0,0
광주 광산구,선운한마음작은도서관,500,3500,0,0
광주 북구,성은작은도서관,100,1200,0,0
광주 북구,세계로문고,200,8000,0,0
광주 광산구,세리작은도서관,100,1500,0,0
광주 남구,세움작은도서관,0,3000,0,0
광주 서구,소꿉놀이작은도서관,2019,6659,0,0
광주 남구,소망나눔문고,250,1395,1,1
광주 북구,소피움웃음꽃도서관,200,1700,3,3
광주 광산구,솔로몬작은도서관,1500,5000,1,1
광주 광산구,솟대작은도서관,200,2250,1,1
광주 광산구,송광나눔드리작은도서관,1474,5926,2,25
광주 남구,송암문고,0,2000,0,0
광주 북구,송운작은도서관,0,1020,0,0
광주 광산구,송정작은도서관,0,1885,0,0
광주 서구,송촌파인힐아파트 작은도서관,300,3800,0,0
광주 남구,송화6단지작은도서관,1000,1000,0,0
광주 남구,송화7단지작은도서관,0,4029,0,0
광주 남구,송화마을3단지작은도서관,120,2000,0,0
광주 광산구,수완1단지중흥S클래스,212,4176,3,3
광주 광산구,수완1차부영아파트 작은도서관,150,1800,0,0
광주 광산구,수완1차우미린문고,0,1500,0,0
광주 광산구,수완2차우미린문고,1392,3596,0,0
광주 광산구,수완세영리첼,0,3317,0,1
광주 광산구,수완코롱하늘채어린이문고,405,5628,0,0
광주 광산구,수완피오레문고,120,3000,1,1
광주 광산구,수완현진에버빌2단지,260,2700,0,0
광주 광산구,수완호반베르디움 1차,1091,3291,0,0
광주 광산구,수자인문고,0,2000,0,0
광주 남구,순돌이네책방작은도서관,200,1300,0,0
광주 남구,숲속작은도서관,80,2600,0,0
광주 남구,쉴만한물가,100,3000,1,3
광주 남구,쉴휴 작은도서관,200,1200,0,0
광주 서구,쉼 북카페 도서관,500,4500,4,4
광주 광산구,쉼 작은도서관,200,1200,0,2
광주 북구,시냇가작은도서관,0,2000,0,0
광주 광산구,신가부영아파트 문고,180,4352,0,0
광주 북구,신광작은도서관,16,3450,0,0
광주 북구,신안동작은도서관,209,5630,0,0
광주 북구,신용작은도서관,500,4000,1,1
광주 북구,신원작은도서관문고,500,6000,2,3
광주 북구,신일작은도서관,1001,4695,0,0
광주 서구,신천힐탑작은도서관,400,2900,0,0
광주 남구,실버작은도서관,450,1993,0,0
광주 북구,아델리움2단지 작은도서관,800,2300,0,0
광주 광산구,아름골작은도서관,50,1550,0,0
광주 광산구,아름도서관,320,5000,5,10
광주 북구,아이꿈어린이도서관,400,10000,3,4
광주 서구,아이숲어린이도서관,850,8500,2,24
광주 남구,아이자람문고,103,2400,0,0
광주 동구,알암인권작은도서관,300,2500,0,0
광주 북구,앰플작은도서관,200,1500,2,2
광주 서구,양동 작은도서관,400,5545,0,0
광주 서구,양동문고,500,3500,1,1
광주 북구,양산작은도서관,100,1192,0,0
광주 남구,양지작은도서관,273,4902,0,0
광주 남구,어린왕자힐링작은도서관,70,1083,0,0
광주 동구,어울매작은도서관,240,1700,0,2
광주 북구,에덴작은도서관,150,7000,1,3
광주 북구,에이스문고,300,3500,1,5
광주 서구,여성친화 휴(休) 도서관,336,2206,0,0
광주 북구,여우고개어린이문고,40,2500,0,0
광주 북구,연꽃못작은도서관,977,2655,0,0
광주 북구,연제신안작은도서관,100,3000,0,0
광주 북구,연제큰꿈작은도서관문고,200,3200,0,0
광주 광산구,열린도서관,0,4000,0,0
광주 서구,열린작은도서관,79,4000,0,0
광주 북구,영락작은도서관,676,3276,0,0
광주 광산구,영천주공10단지,10,1000,0,0
광주 북구,예그리나 작은도서관,200,1050,0,0
광주 광산구,예다음,200,1800,0,0
광주 북구,예은작은도서관,170,2000,1,1
광주 서구,예일작은도서관,70,5000,0,0
광주 북구,예향문고,500,3000,1,4
광주 동구,오색종이신나는작은도서관,300,2000,2,3
광주 남구,오손도손작은도서관,0,1184,0,0
광주 북구,오치 세우는 작은도서관,314,1740,2,3
광주 북구,오치1동꿈나무작은도서관,250,4970,2,2
광주 북구,오치2동작은도서관,565,6365,2,2
광주 광산구,옹기종기작은도서관,500,1500,0,0
광주 동구,옹달샘작은도서관,200,1200,0,0
광주 북구,용두작은도서관,20,2500,0,0
광주 북구,용봉쌍용작은도서관,200,1000,0,0
광주 북구,용봉작은도서관,291,6415,2,2
광주 북구,용봉주공 작은도서관,102,3600,0,0
광주 광산구,용아,0,1100,0,0
광주 남구,우리동네작은도서관,100,3500,0,6
광주 서구,우리들의 쉼터 작은도서관,500,3000,2,3
광주 광산구,우리작은도서관,100,1200,0,0
광주 광산구,우산동작은도서관,834,6698,2,7
광주 광산구,우제작은도서관,180,4000,1,1
광주 북구,우치작은도서관,391,2800,1,1
광주 광산구,우하하사람책도서관,1500,3500,0,0
광주 광산구,운남삼성작은도서관,355,8000,0,0
광주 북구,운암1동큰꿈작은도서관,964,3447,12,12
광주 북구,운암2동 작은도서관,215,1691,2,2
광주 북구,운암3동황계작은도서관,586,9177,2,2
광주 북구,운암작은도서관,320,3200,0,0
광주 서구,운천골 작은도서관,300,6000,5,5
광주 광산구,원당숲어울마루작은도서관,581,1891,2,42
광주 광산구,월곡동행복도서관,500,4000,0,0
광주 서구,월광교회도서관,1129,30210,0,2
광주 광산구,월광비젼작은도서관 ,500,3550,1,4
광주 남구,월산5동 작은도서관,829,3000,4,2
광주 남구,월산상록작은도서관,400,2500,5,10
광주 남구,월산작은도서관,200,2700,0,1
광주 남구,월산지역아동작은도서관,0,1600,0,0
광주 북구,율곡작은도서관,70,1200,1,3
광주 광산구,은빛마을도서관,71,3500,2,2
광주 동구,은새암,387,2819,0,0
광주 북구,은혜작은도서관,200,2100,0,0
광주 광산구,이룸작은도서관,120,1500,0,0
광주 북구,임동뜨란채희망도서관,200,3000,2,2
광주 북구,임동청소년문고,120,1532,2,5
광주 광산구,잉계마을애작은도서관,550,2000,0,0
광주 북구,자우리작은도서관,200,3680,3,5
광주 광산구,자이안센터문고,0,1200,0,0
광주 동구,작은도서관숲,150,2000,3,5
광주 광산구,장공도서관,300,10000,0,2
광주 서구,좋은씨앗 작은도서관,204,2356,0,0
광주 남구,좋은친구작은도서관,100,2500,2,2
광주 북구,주나작은도서관,50,5000,1,1
광주 북구,주민작은도서관,500,2500,2,5
광주 북구,주안문고,10,6000,2,10
광주 서구,중앙나누리작은도서관,162,3476,4,4
광주 북구,중앙동작은도서관,158,2046,2,2
광주 북구,중흥1동작은도서관,1011,2138,5,5
광주 북구,중흥작은도서관,700,5700,1,1
광주 동구,지산2동작은도서관,248,5048,0,0
광주 동구,지원2동작은도서관,160,7470,0,0
광주 동구,지원꿈꾸는작은도서관,0,4475,0,0
광주 광산구,지혜로움,4000,4000,0,0
광주 광산구,지혜의샘,200,3400,0,1
광주 서구,지혜의샘 도서관,1000,6500,35,35
광주 서구,지혜의샘터,100,3100,2,3
광주 남구,진월작은도서관,486,5800,2,5
광주 북구,징검다리작은도서관,3707,5807,2,2
광주 광산구,참빛작은도서관,0,3000,0,0
광주 북구,참터문고,300,4000,1,2
광주 서구,책 더하기 사랑 도서관,1114,12422,0,5
광주 북구,책과 벗하는 사랑방,0,1700,0,0
광주 북구,책돌이도서관,714,10981,1,7
광주 서구,책마을작은도서관,200,1200,1,2
광주 남구,책문화공간봄작은도서관,300,2500,0,1
광주 서구,책사랑작은도서관,480,3483,0,0
광주 광산구,책으로만나는세상,1000,10000,3,8
광주 북구,책향기작은도서관,100,3300,2,4
광주 북구,천재작은도서관,300,3100,0,0
광주 광산구,철쭉작은도서관,320,6500,2,3
광주 광산구,첨단나눔드리책방,0,4041,0,0
광주 광산구,첨단라인1차작은도서관,35,5591,0,0
광주 광산구,첨단문고,100,1200,0,0
광주 광산구,첨단빛누리 작은도서관,1584,8175,0,3
광주 북구,첨단자이2단지 작은도서관,1500,2686,0,0
광주 북구,친환경도서관버스,450,3450,1,3
광주 남구,코끼리작은도서관,66,1124,0,0
광주 북구,콩세알작은도서관,645,4745,3,5
광주 북구,큰꿈도서관문고,300,4000,0,0
광주 북구,큰숲 작은도서관,460,1800,1,1
