지역,도서관명,상호대차 유무,순회사서 유무,지원 여부,지원인력,지원예산,지원장서,지원프로
경기 부천시,좋은나무 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,좋은마을학교 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,30000000,0,0
경기 남양주시,좋은열매 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,좋은터작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,주님의교회 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 가평군,주소망도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,주안에문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 과천시,주암작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 여주시,주양작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,128,1
경기 고양시,주엽작은도서관 행복한 책마을,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,주왕작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,주원작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,91,0
경기 안성시,주은풍림도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 안양시,주일어린이문고,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
경기 안성시,죽산도서관,그렇다,그렇다, ,0,0,0,0
경기 성남시,중앙동 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 성남시,중원청소년작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 성남시,즐거운 작은도서관,그렇다,그렇다,그렇다,0,3000000,170,3
경기 남양주시,즐거운도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,즐거운샘터작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
경기 여주시,즐거운작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
경기 이천시,증포작은도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
경기 수원시,지동새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,지벤꿈터작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,640,3
경기 김포시,지웰책마루 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,133,0
경기 안양시,지혜,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,지혜문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,지혜의 등대,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
경기 고양시,지혜의 샘,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 동두천시,지혜의등대도서관,그렇지 않다,그렇다, ,0,0,0,0
경기 안양시,지혜의샘터(선화대새마을문고),그렇지 않다,그렇지 않다,그렇다,0,1120000,123,0
경기 성남시,지혜의샘터작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,242,0
경기 포천시,지혜의숲 병영작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,진말대우아파트,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,진말책향기작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 광주시,진우문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 포천시,진호병영작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,징검다리도서관,그렇지 않다,그렇지 않다,그렇다,0,2500000,256,0
경기 안양시,징검다리어린이,그렇다,그렇지 않다,그렇다,1,6000000,200,2
경기 화성시,참누리 크로바,그렇지 않다,그렇지 않다,그렇다,0,0,460,1
경기 수원시,참누리레이크도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의정부시,참다운어린이도서관,그렇지 않다,그렇다,그렇다,1,3000000,0,0
경기 시흥시,참사랑지역아동센터,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,참새방앗간작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,2
경기 용인시,참솔도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,참이슬아파트,그렇다,그렇다,그렇다,0,5000000,2430,3
경기 안산시,창조도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 파주시,채움도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 파주시,책 보고 놀자,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,책과콩나무 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,6250000,320,0
경기 시흥시,책나무,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,책놀이터,그렇지 않다,그렇지 않다,그렇다,0,6250000,140,0
경기 고양시,책놀이터,그렇지 않다,그렇지 않다,그렇다,0,5000000,0,0
경기 성남시,책누리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,206,0
경기 군포시,책뜨락 혜윰,그렇지 않다,그렇다, ,0,0,0,0
경기 의정부시,책마루도서관,그렇지 않다,그렇다,그렇다,1,3000000,0,0
경기 부천시,책마을작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,241,1
경기 파주시,책만들며크는도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,책먹는 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,144,0
경기 김포시,책사랑글사랑,그렇지 않다,그렇지 않다,그렇다,0,0,200,0
경기 용인시,책사랑도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,370,2
경기 용인시,책사랑쉼터도서관,그렇지 않다,그렇다,그렇다,0,1500000,250,0
경기 오산시,책을 품은 도서관,그렇지 않다,그렇다,그렇다,0,8980000,140,6
경기 성남시,책이랑작은도서관,그렇지 않다,그렇다,그렇다,0,12000000,240,2
경기 의정부시,책읽는행복도서관,그렇지 않다,그렇다,그렇다,1,5000000,0,0
경기 안산시,책키북키문고,그렇지 않다,그렇지 않다,그렇다,0,0,700,1
경기 부천시,천성 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,170,0
경기 수원시,천일새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,천재 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,천천푸르지오글터,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광명시,철망산 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,5250000,320,15
경기 광명시,철산2동 작은도서관,그렇다,그렇지 않다,그렇다,0,5250000,351,6
경기 의왕시,청계나눔도서관,그렇지 않다,그렇지 않다,그렇다,0,2500000,0,0
경기 의왕시,청계북스토리작은도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
경기 의왕시,청계참고운도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 양주시,청담작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,102,0
경기 용인시,청명호수마을도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 연천군,청산작은도서관,그렇다,그렇다, ,0,0,0,0
경기 수원시,청소년 쉼터 어린이 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 포천시,청소년교육문화센터 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 양평군,청운작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 용인시,초록도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,초지문고,그렇지 않다,그렇지 않다,그렇다,0,0,300,1
경기 안산시,초지작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
경기 용인시,초코도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
경기 의정부시,초하여행도서관,그렇지 않다,그렇다,그렇다,1,4000000,0,2
경기 부천시,춘의마을작은도서관 상상놀이터,그렇지 않다,그렇지 않다,그렇다,0,0,300,0
경기 성남시,춤추는무지개나무작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,120,0
경기 김포시,춤추는책 어린이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,칠보마을작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,칠보샘도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,코아루나눔터도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 안성시,코아루문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 용인시,콩나물도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,큰꿈어린이도서관,그렇지 않다,그렇다,그렇다,0,4000000,0,0
경기 안양시,큰나무,그렇지 않다,그렇지 않다,그렇다,0,3000000,273,0
경기 김포시,큰나무도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,큰맘작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,큰바위작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 파주시,큰빛어린이문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,큰샘도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,큰숲작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,킹콩도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,탄현 작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
경기 파주시,탄현작은도서관,그렇다,그렇다,그렇다,0,0,0,0
경기 오산시,탈무드 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 포천시,태봉작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,5
경기 안성시,태산도서관,그렇다,그렇다, ,0,0,0,0
경기 수원시,태장동 새마을 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 성남시,태평1동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 성남시,태평3동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
경기 성남시,태평동작은도서관,그렇지 않다,그렇다,그렇다,0,12000000,176,0
경기 오산시,토라 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 군포시,토리작은도서관,그렇지 않다,그렇다,그렇다,0,2000000,0,6
경기 평택시,통미마을작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,퇴계원사랑도서관,그렇다,그렇다, ,0,0,0,0
경기 광주시,퇴촌작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
경기 부천시,파랑새 어린이문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 김포시,파랑새작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 수원시,파장동 새마을 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 김포시,파크드림작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,140,1
경기 파주시,파평작은도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
경기 성남시,판교LIG 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안산시,팔곡늘푸른작은도서관,그렇지 않다,그렇다,그렇다,1,0,550,0
경기 안양시,팔복꿈터,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,패밀리도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 부천시,팰리스카운티아파트 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10000000,0,0
경기 남양주시,평강도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,평내마을주공아파트 꿈꾸는도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,평내영어도서관,그렇지 않다,그렇지 않다,그렇다,0,0,200,0
경기 수원시,평동새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 광명시,평생학습원 청개구리도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 시흥시,평안골작은도서관,그렇다,그렇다, ,0,0,0,0
경기 안양시,평안동주민센타,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 부천시,평화비전작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,665,0
경기 안산시,평화의 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 여주시,평화작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,400,0
경기 화성시,포도나무 작은도서관,그렇다,그렇지 않다,그렇다,0,7000000,0,1
경기 화성시,포스코반올림 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7000000,0,0
경기 평택시,포승작은도서관,그렇지 않다,그렇다, ,0,0,0,0
경기 의왕시,포은문고,그렇지 않다,그렇지 않다,그렇다,0,1300000,0,0
경기 의왕시,포일숲속마을1단지도서관,그렇지 않다,그렇지 않다,그렇다,0,350,165,1
경기 부천시,푸르지오2차작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,659,1
경기 용인시,푸르지오푸른도서관,그렇지 않다,그렇지 않다,그렇다,0,1500000,0,1
경기 화성시,푸른꿈작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,100,0
경기 양주시,푸른꿈작은도서관,그렇지 않다,그렇지 않다,그렇다,1,1200000,155,0
경기 용인시,푸른꿈청소년도서관,그렇지 않다,그렇지 않다,그렇다,0,1500000,0,0
경기 파주시,푸른도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,푸른마을 열린도서실,그렇지 않다,그렇지 않다,그렇다,0,0,100,0
경기 고양시,푸른마을 작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
경기 성남시,푸른마을작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,252,1
경기 성남시,푸른솔작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,205,0
경기 성남시,푸른숲 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
경기 남양주시,푸른숲문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 안양시,푸른어린이,그렇다,그렇지 않다,그렇다,2,7000000,0,1
경기 성남시,푸른어린이작은도서관,그렇다,그렇다,그렇다,0,12000000,240,3
경기 양주시,푸른작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,푸른책나라 작은도서관,그렇다,그렇지 않다,그렇다,0,5000000,0,0
경기 부천시,풍금이 있는 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 의왕시,풍림목련아파트문고,그렇지 않다,그렇지 않다,그렇다,0,1300000,0,0
경기 남양주시,풍림숲속의작은도서관,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
경기 김포시,풍무자이글고운작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 양주시,풍성한작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 고양시,프란시스 쉐퍼기념문고,그렇지 않다,그렇지 않다,그렇다,0,0,100,0
경기 안양시,필승 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,90,0
경기 파주시,하늘꿈도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 시흥시,하늘꿈작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 화성시,하늘꿈터도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
경기 남양주시,하늘누리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,6800000,453,3
경기 성남시,하늘달팽이작은도서관,그렇다,그렇지 않다, ,0,0,0,0
